gene_id,canonical_transcript
ENSG00000048052.17,ENST00000441542.2
ENSG00000048028.7,ENST00000003302.4
ENSG00000046647.9,ENST00000380523.4
ENSG00000049656.9,ENST00000320895.5
ENSG00000050130.13,ENST00000261247.9
ENSG00000049167.9,ENST00000265038.5
ENSG00000049540.12,ENST00000252034.7
ENSG00000044012.3,ENST00000372581.1
ENSG00000047597.5,ENST00000378616.3
ENSG00000043462.7,ENST00000046794.5
ENSG00000049249.4,ENST00000377507.3
ENSG00000049769.8,ENST00000055335.6
ENSG00000049618.17,ENST00000346085.5
ENSG00000051180.12,ENST00000382643.3
ENSG00000049239.8,ENST00000377403.2
ENSG00000049130.9,ENST00000228280.5
ENSG00000043039.5,ENST00000281437.4
ENSG00000042980.8,ENST00000265769.4
ENSG00000050165.13,ENST00000396505.2
ENSG00000048462.6,ENST00000053243.1
ENSG00000048544.5,ENST00000053468.3
ENSG00000047662.4,ENST00000265018.3
ENSG00000048471.9,ENST00000566228.1
ENSG00000049089.9,ENST00000372748.3
ENSG00000049883.10,ENST00000380639.5
ENSG00000043591.4,ENST00000369295.2
ENSG00000044446.7,ENST00000379942.4
ENSG00000048991.12,ENST00000264160.4
ENSG00000047188.11,ENST00000161863.4
ENSG00000049246.10,ENST00000361923.2
ENSG00000051108.10,ENST00000439977.2
ENSG00000046889.14,ENST00000288368.4
ENSG00000049860.9,ENST00000261416.7
ENSG00000043143.16,ENST00000395003.1
ENSG00000047621.7,ENST00000261250.3
ENSG00000058262.5,ENST00000243253.3
ENSG00000056291.13,ENST00000308744.6
ENSG00000058056.4,ENST00000263966.3
ENSG00000057757.5,ENST00000246151.4
ENSG00000053524.7,ENST00000328913.3
ENSG00000055950.12,ENST00000342071.1
ENSG00000053254.11,ENST00000345097.4
ENSG00000056736.5,ENST00000288167.3
ENSG00000052802.8,ENST00000261507.6
ENSG00000054356.9,ENST00000295718.2
ENSG00000053372.4,ENST00000330263.4
ENSG00000054598.5,ENST00000380874.2
ENSG00000054690.9,ENST00000329153.5
ENSG00000056998.14,ENST00000381163.3
ENSG00000058085.10,ENST00000264144.4
ENSG00000055732.8,ENST00000370589.2
ENSG00000053108.12,ENST00000265342.7
ENSG00000054116.7,ENST00000373166.3
ENSG00000058453.12,ENST00000375541.5
ENSG00000052850.5,ENST00000329255.3
ENSG00000052795.8,ENST00000264433.6
ENSG00000055609.13,ENST00000262189.6
ENSG00000056972.14,ENST00000368761.5
ENSG00000056097.11,ENST00000265069.8
ENSG00000054654.11,ENST00000358025.3
ENSG00000052344.11,ENST00000317508.6
ENSG00000054793.9,ENST00000338821.5
ENSG00000053328.8,ENST00000338882.4
ENSG00000051620.6,ENST00000607197.1
ENSG00000058404.15,ENST00000395749.2
ENSG00000052126.10,ENST00000429027.2
ENSG00000054179.7,ENST00000355097.2
ENSG00000055044.6,ENST00000264279.5
ENSG00000055208.13,ENST00000367456.1
ENSG00000056586.11,ENST00000373670.1
ENSG00000056050.6,ENST00000393381.2
ENSG00000053770.7,ENST00000261558.3
ENSG00000055813.5,ENST00000407595.2
ENSG00000054277.8,ENST00000366554.2
ENSG00000057704.6,ENST00000261226.4
ENSG00000058335.11,ENST00000419573.3
ENSG00000054965.6,ENST00000356467.4
ENSG00000055070.12,ENST00000401088.4
ENSG00000054938.11,ENST00000263671.5
ENSG00000058600.11,ENST00000299853.5
ENSG00000055147.13,ENST00000351797.4
ENSG00000057468.6,ENST00000263187.3
ENSG00000053371.8,ENST00000235835.3
ENSG00000055957.6,ENST00000273283.2
ENSG00000054523.12,ENST00000263934.6
ENSG00000056661.9,ENST00000580830.1
ENSG00000051523.6,ENST00000261623.3
ENSG00000054118.9,ENST00000354618.5
ENSG00000058063.11,ENST00000323116.5
ENSG00000057252.8,ENST00000367619.3
ENSG00000052841.10,ENST00000039989.4
ENSG00000054282.11,ENST00000366541.3
ENSG00000053918.11,ENST00000155840.5
ENSG00000053501.8,ENST00000263897.5
ENSG00000054611.9,ENST00000337137.4
ENSG00000055917.11,ENST00000338086.5
ENSG00000054967.8,ENST00000064780.2
ENSG00000054219.9,ENST00000554112.1
ENSG00000054983.12,ENST00000261304.2
ENSG00000055955.11,ENST00000266041.4
ENSG00000055211.8,ENST00000367419.5
ENSG00000057294.9,ENST00000070846.6
ENSG00000055130.11,ENST00000325222.4
ENSG00000055163.14,ENST00000521420.1
ENSG00000057608.12,ENST00000380191.4
ENSG00000051825.10,ENST00000392425.3
ENSG00000053702.10,ENST00000337508.4
ENSG00000057935.9,ENST00000407270.3
ENSG00000058272.11,ENST00000450142.2
ENSG00000051341.9,ENST00000264233.5
ENSG00000054796.8,ENST00000371263.3
ENSG00000055118.10,ENST00000262186.5
ENSG00000055483.15,ENST00000542802.3
ENSG00000057593.9,ENST00000375581.3
ENSG00000057149.10,ENST00000283752.5
ENSG00000054803.3,ENST00000064571.2
ENSG00000057657.10,ENST00000369096.4
ENSG00000057663.8,ENST00000369076.3
ENSG00000055332.12,ENST00000233057.4
ENSG00000054392.8,ENST00000545154.1
ENSG00000051596.5,ENST00000265097.4
ENSG00000053747.11,ENST00000313654.9
ENSG00000058091.12,ENST00000265741.3
ENSG00000057019.11,ENST00000326840.6
ENSG00000056487.11,ENST00000313237.5
ENSG00000058668.10,ENST00000357681.5
ENSG00000052749.9,ENST00000370992.4
ENSG00000052723.7,ENST00000369528.5
ENSG00000053438.7,ENST00000062104.2
ENSG00000051382.4,ENST00000477593.1
ENSG00000056277.11,ENST00000370978.4
ENSG00000054148.13,ENST00000247665.10
ENSG00000054267.16,ENST00000264183.3
ENSG00000053900.6,ENST00000315368.3
ENSG00000056558.6,ENST00000373887.3
ENSG00000060642.6,ENST00000374145.1
ENSG00000063015.15,ENST00000317338.12
ENSG00000059758.3,ENST00000261211.3
ENSG00000060709.9,ENST00000261655.4
ENSG00000063660.4,ENST00000264039.2
ENSG00000063046.13,ENST00000262056.9
ENSG00000061987.10,ENST00000393632.2
ENSG00000062650.13,ENST00000298767.5
ENSG00000063854.8,ENST00000397356.3
ENSG00000060749.10,ENST00000399302.2
ENSG00000061337.11,ENST00000381569.1
ENSG00000062370.12,ENST00000337401.4
ENSG00000061676.10,ENST00000360982.2
ENSG00000064270.8,ENST00000262429.4
ENSG00000064393.11,ENST00000406875.3
ENSG00000060566.9,ENST00000078445.2
ENSG00000064195.7,ENST00000434704.2
ENSG00000063244.8,ENST00000308924.4
ENSG00000060982.10,ENST00000539282.1
ENSG00000064300.4,ENST00000172229.3
ENSG00000064419.9,ENST00000265388.5
ENSG00000062822.8,ENST00000440232.2
ENSG00000063180.4,ENST00000084798.4
ENSG00000062725.5,ENST00000083182.3
ENSG00000058799.9,ENST00000072644.1
ENSG00000064547.9,ENST00000542587.1
ENSG00000063169.6,ENST00000396720.3
ENSG00000061794.8,ENST00000081029.3
ENSG00000060069.12,ENST00000299543.7
ENSG00000060237.12,ENST00000315939.6
ENSG00000064309.10,ENST00000392693.3
ENSG00000059691.7,ENST00000263985.6
ENSG00000062485.14,ENST00000351328.3
ENSG00000063322.9,ENST00000315588.5
ENSG00000063127.11,ENST00000335875.4
ENSG00000060688.8,ENST00000263694.4
ENSG00000059915.12,ENST00000020673.5
ENSG00000061938.12,ENST00000381916.2
ENSG00000059378.8,ENST00000263549.3
ENSG00000062716.6,ENST00000262291.4
ENSG00000064012.17,ENST00000358485.4
ENSG00000060718.14,ENST00000370096.3
ENSG00000060339.9,ENST00000265872.6
ENSG00000059804.11,ENST00000075120.7
ENSG00000061492.7,ENST00000398754.1
ENSG00000058729.6,ENST00000283109.3
ENSG00000060558.3,ENST00000262958.3
ENSG00000064218.4,ENST00000190165.2
ENSG00000063761.11,ENST00000238561.5
ENSG00000064607.12,ENST00000601879.1
ENSG00000060971.13,ENST00000333167.8
ENSG00000062096.10,ENST00000381127.1
ENSG00000061455.10,ENST00000407847.4
ENSG00000064490.9,ENST00000303088.4
ENSG00000062524.11,ENST00000263800.6
ENSG00000060762.14,ENST00000360961.6
ENSG00000063601.12,ENST00000544228.1
ENSG00000063241.3,ENST00000085068.3
ENSG00000061656.5,ENST00000374273.3
ENSG00000060656.15,ENST00000345512.3
ENSG00000064225.8,ENST00000394162.1
ENSG00000061273.13,ENST00000080059.7
ENSG00000060138.8,ENST00000228251.4
ENSG00000062194.11,ENST00000264779.6
ENSG00000063438.12,ENST00000316418.5
ENSG00000059573.4,ENST00000371224.2
ENSG00000064489.17,ENST00000444486.3
ENSG00000063515.2,ENST00000086933.2
ENSG00000062282.10,ENST00000228027.7
ENSG00000061936.5,ENST00000541286.1
ENSG00000063245.10,ENST00000411543.2
ENSG00000059769.15,ENST00000313525.3
ENSG00000058673.11,ENST00000545588.1
ENSG00000064313.7,ENST00000378164.2
ENSG00000059145.14,ENST00000389221.4
ENSG00000059728.6,ENST00000264444.2
ENSG00000058866.10,ENST00000265022.3
ENSG00000062598.13,ENST00000290246.6
ENSG00000064102.10,ENST00000261191.7
ENSG00000060140.4,ENST00000075503.3
ENSG00000064201.11,ENST00000182290.4
ENSG00000062582.9,ENST00000317534.5
ENSG00000064205.6,ENST00000372868.2
ENSG00000064601.12,ENST00000372484.3
ENSG00000058804.10,ENST00000371429.3
ENSG00000063978.11,ENST00000511600.1
ENSG00000060491.12,ENST00000290291.6
ENSG00000063176.11,ENST00000245222.4
ENSG00000063587.12,ENST00000370251.3
ENSG00000059122.12,ENST00000416288.2
ENSG00000064115.6,ENST00000343028.4
ENSG00000061918.8,ENST00000264424.8
ENSG00000064545.10,ENST00000162044.9
ENSG00000059588.5,ENST00000040877.1
ENSG00000060303.5,ENST00000498293.1
ENSG00000059377.11,ENST00000416849.2
ENSG00000064199.2,ENST00000532692.1
ENSG00000064042.13,ENST00000313860.7
ENSG00000062038.9,ENST00000264012.4
ENSG00000063177.8,ENST00000549920.1
ENSG00000066027.7,ENST00000261461.2
ENSG00000066651.13,ENST00000334379.5
ENSG00000065268.6,ENST00000251289.5
ENSG00000066117.10,ENST00000394963.4
ENSG00000064655.14,ENST00000327619.5
ENSG00000066279.12,ENST00000367409.4
ENSG00000064666.10,ENST00000263097.4
ENSG00000066629.12,ENST00000334192.4
ENSG00000066294.10,ENST00000311224.4
ENSG00000066923.13,ENST00000426455.1
ENSG00000064726.5,ENST00000261721.4
ENSG00000064692.14,ENST00000261368.8
ENSG00000065923.5,ENST00000328306.4
ENSG00000066084.8,ENST00000301180.5
ENSG00000065559.10,ENST00000353533.5
ENSG00000065970.4,ENST00000162391.3
ENSG00000065183.11,ENST00000349139.5
ENSG00000065833.7,ENST00000369705.3
ENSG00000065802.7,ENST00000264607.4
ENSG00000066455.8,ENST00000163416.2
ENSG00000065548.13,ENST00000337859.6
ENSG00000064703.7,ENST00000369702.4
ENSG00000065243.14,ENST00000370521.3
ENSG00000066427.17,ENST00000393287.5
ENSG00000065613.9,ENST00000369755.3
ENSG00000066032.14,ENST00000466387.1
ENSG00000066855.11,ENST00000262146.4
ENSG00000065665.16,ENST00000298428.9
ENSG00000066813.10,ENST00000329697.6
ENSG00000066583.7,ENST00000173527.5
ENSG00000066322.8,ENST00000372458.3
ENSG00000065328.12,ENST00000484800.2
ENSG00000065675.10,ENST00000263125.5
ENSG00000065154.7,ENST00000368845.5
ENSG00000065485.13,ENST00000316218.7
ENSG00000065029.10,ENST00000373953.3
ENSG00000064886.9,ENST00000445067.2
ENSG00000065882.11,ENST00000261439.4
ENSG00000065357.15,ENST00000331886.5
ENSG00000065526.6,ENST00000375759.3
ENSG00000066248.10,ENST00000264051.3
ENSG00000065621.10,ENST00000338595.2
ENSG00000065809.9,ENST00000181796.2
ENSG00000065135.7,ENST00000369851.4
ENSG00000065057.3,ENST00000219066.1
ENSG00000065325.8,ENST00000262441.5
ENSG00000066739.7,ENST00000359933.4
ENSG00000064932.11,ENST00000361757.3
ENSG00000066044.9,ENST00000407627.2
ENSG00000064999.12,ENST00000360359.3
ENSG00000064687.8,ENST00000263094.6
ENSG00000065978.13,ENST00000321358.7
ENSG00000066379.10,ENST00000332435.5
ENSG00000066230.6,ENST00000264938.3
ENSG00000065883.10,ENST00000181839.4
ENSG00000066135.8,ENST00000372396.3
ENSG00000065911.7,ENST00000394053.2
ENSG00000065457.6,ENST00000307921.3
ENSG00000065413.12,ENST00000409919.1
ENSG00000066735.10,ENST00000423312.2
ENSG00000064995.12,ENST00000361288.4
ENSG00000066382.12,ENST00000358117.5
ENSG00000064787.8,ENST00000395961.3
ENSG00000065054.9,ENST00000424542.2
ENSG00000064989.8,ENST00000409998.1
ENSG00000065717.10,ENST00000262953.6
ENSG00000065150.14,ENST00000261574.5
ENSG00000066136.15,ENST00000425457.2
ENSG00000066468.16,ENST00000457416.2
ENSG00000065534.14,ENST00000360304.3
ENSG00000065491.8,ENST00000373491.3
ENSG00000066056.9,ENST00000372476.3
ENSG00000066405.8,ENST00000183605.5
ENSG00000065000.11,ENST00000355272.6
ENSG00000064933.12,ENST00000441310.2
ENSG00000065618.12,ENST00000353479.5
ENSG00000066336.7,ENST00000227163.4
ENSG00000066777.4,ENST00000262215.3
ENSG00000066422.4,ENST00000312938.4
ENSG00000066697.10,ENST00000395067.2
ENSG00000065308.4,ENST00000182527.3
ENSG00000064651.9,ENST00000262461.2
ENSG00000066185.8,ENST00000372565.3
ENSG00000064961.14,ENST00000333651.6
ENSG00000065060.12,ENST00000192788.5
ENSG00000065600.8,ENST00000535273.1
ENSG00000065361.10,ENST00000267101.3
ENSG00000065609.10,ENST00000439399.2
ENSG00000065615.9,ENST00000369681.5
ENSG00000065371.13,ENST00000184183.4
ENSG00000065989.11,ENST00000352831.6
ENSG00000066557.5,ENST00000370952.3
ENSG00000064652.6,ENST00000261369.4
ENSG00000064835.6,ENST00000344265.3
ENSG00000065427.10,ENST00000319410.5
ENSG00000064763.6,ENST00000536681.3
ENSG00000065518.7,ENST00000184266.2
ENSG00000066654.8,ENST00000381337.2
ENSG00000066827.11,ENST00000377838.3
ENSG00000065320.4,ENST00000173229.2
ENSG00000067177.10,ENST00000373542.4
ENSG00000067606.11,ENST00000378567.3
ENSG00000068383.14,ENST00000368594.3
ENSG00000068394.9,ENST00000156109.5
ENSG00000068078.13,ENST00000340107.4
ENSG00000067560.6,ENST00000418115.1
ENSG00000068784.8,ENST00000263736.4
ENSG00000067064.6,ENST00000381344.3
ENSG00000066933.11,ENST00000356056.5
ENSG00000068438.10,ENST00000348411.2
ENSG00000067048.12,ENST00000336079.3
ENSG00000069122.14,ENST00000283296.7
ENSG00000069849.6,ENST00000286371.3
ENSG00000068354.11,ENST00000376771.4
ENSG00000068885.10,ENST00000326448.7
ENSG00000069248.9,ENST00000261396.3
ENSG00000069399.8,ENST00000164227.5
ENSG00000068654.11,ENST00000263857.6
ENSG00000068137.10,ENST00000591022.1
ENSG00000069696.6,ENST00000176183.5
ENSG00000067533.5,ENST00000366932.3
ENSG00000068024.12,ENST00000345617.3
ENSG00000068305.13,ENST00000354410.5
ENSG00000068079.3,ENST00000438323.2
ENSG00000068724.11,ENST00000319190.5
ENSG00000069011.11,ENST00000265340.7
ENSG00000067836.8,ENST00000322048.7
ENSG00000068971.9,ENST00000164133.2
ENSG00000068697.6,ENST00000175091.4
ENSG00000068903.15,ENST00000249396.7
ENSG00000069482.6,ENST00000265643.3
ENSG00000069188.12,ENST00000392650.3
ENSG00000069509.5,ENST00000378045.4
ENSG00000069535.12,ENST00000378069.4
ENSG00000069206.11,ENST00000175238.6
ENSG00000067082.10,ENST00000497571.1
ENSG00000068097.10,ENST00000184956.6
ENSG00000068001.9,ENST00000447092.1
ENSG00000067208.10,ENST00000370331.1
ENSG00000068976.9,ENST00000164139.3
ENSG00000069431.6,ENST00000261200.4
ENSG00000066926.6,ENST00000382873.3
ENSG00000068831.14,ENST00000354024.3
ENSG00000067840.8,ENST00000164640.4
ENSG00000067842.13,ENST00000263519.4
ENSG00000069020.14,ENST00000403625.2
ENSG00000068745.10,ENST00000328631.5
ENSG00000067445.16,ENST00000173898.7
ENSG00000069812.7,ENST00000377834.4
ENSG00000067829.14,ENST00000217901.5
ENSG00000068985.4,ENST00000376150.3
ENSG00000068120.10,ENST00000590958.1
ENSG00000069712.9,ENST00000370378.4
ENSG00000069345.7,ENST00000317089.5
ENSG00000069956.7,ENST00000261845.5
ENSG00000067113.12,ENST00000264775.5
ENSG00000067221.9,ENST00000316900.5
ENSG00000067334.9,ENST00000436063.2
ENSG00000068615.12,ENST00000538924.1
ENSG00000067066.12,ENST00000340126.4
ENSG00000067704.8,ENST00000302637.5
ENSG00000069275.12,ENST00000367142.4
ENSG00000068650.14,ENST00000487903.1
ENSG00000068489.8,ENST00000262293.4
ENSG00000067992.8,ENST00000441463.2
ENSG00000067167.3,ENST00000262213.2
ENSG00000067141.12,ENST00000339362.5
ENSG00000069764.5,ENST00000438167.3
ENSG00000068400.9,ENST00000376441.1
ENSG00000067715.9,ENST00000261205.4
ENSG00000069424.10,ENST00000378083.3
ENSG00000067900.6,ENST00000399799.2
ENSG00000068323.12,ENST00000315869.7
ENSG00000067798.9,ENST00000536525.2
ENSG00000068878.10,ENST00000404125.1
ENSG00000068793.13,ENST00000313077.7
ENSG00000067191.11,ENST00000394303.3
ENSG00000069493.10,ENST00000261340.7
ENSG00000067365.10,ENST00000381920.3
ENSG00000068796.12,ENST00000407818.3
ENSG00000068308.9,ENST00000156084.4
ENSG00000069702.6,ENST00000212355.4
ENSG00000068028.13,ENST00000357043.2
ENSG00000068366.15,ENST00000340800.2
ENSG00000067369.9,ENST00000382044.4
ENSG00000069018.13,ENST00000513104.1
ENSG00000067601.6,ENST00000412466.1
ENSG00000069329.11,ENST00000299138.7
ENSG00000069869.11,ENST00000338963.2
ENSG00000067646.7,ENST00000155093.3
ENSG00000068781.16,ENST00000394754.1
ENSG00000067057.12,ENST00000381125.4
ENSG00000067248.5,ENST00000251636.5
ENSG00000067182.3,ENST00000162749.2
ENSG00000069667.11,ENST00000261523.5
ENSG00000067596.6,ENST00000262415.3
ENSG00000068912.9,ENST00000185150.4
ENSG00000067225.13,ENST00000319622.6
ENSG00000069943.5,ENST00000164305.5
ENSG00000067955.9,ENST00000412916.2
ENSG00000072134.11,ENST00000314728.5
ENSG00000072062.9,ENST00000308677.4
ENSG00000071051.9,ENST00000233154.4
ENSG00000070950.5,ENST00000264926.2
ENSG00000072041.12,ENST00000266682.5
ENSG00000072274.8,ENST00000360110.4
ENSG00000070081.11,ENST00000529010.1
ENSG00000070886.6,ENST00000166244.3
ENSG00000071575.7,ENST00000155926.4
ENSG00000070423.13,ENST00000292363.5
ENSG00000071655.13,ENST00000156825.1
ENSG00000071073.8,ENST00000264968.3
ENSG00000070190.8,ENST00000512369.1
ENSG00000072042.8,ENST00000381346.4
ENSG00000071189.17,ENST00000428135.3
ENSG00000070761.3,ENST00000262498.3
ENSG00000072110.9,ENST00000394419.4
ENSG00000070269.9,ENST00000261556.6
ENSG00000070610.10,ENST00000378103.3
ENSG00000072315.3,ENST00000262839.2
ENSG00000070718.7,ENST00000518421.1
ENSG00000071127.12,ENST00000499869.2
ENSG00000070031.3,ENST00000176195.3
ENSG00000070915.5,ENST00000438926.2
ENSG00000070501.7,ENST00000265421.4
ENSG00000071859.10,ENST00000393600.3
ENSG00000070018.4,ENST00000261349.4
ENSG00000071203.5,ENST00000016913.4
ENSG00000070061.10,ENST00000374647.5
ENSG00000070985.9,ENST00000155858.6
ENSG00000071794.11,ENST00000310053.5
ENSG00000071539.9,ENST00000166345.3
ENSG00000070404.5,ENST00000166139.4
ENSG00000071242.7,ENST00000503859.1
ENSG00000070756.9,ENST00000318607.5
ENSG00000070087.9,ENST00000239940.7
ENSG00000072310.12,ENST00000355815.4
ENSG00000070159.9,ENST00000374541.2
ENSG00000071462.7,ENST00000423497.1
ENSG00000070729.9,ENST00000251102.8
ENSG00000070193.4,ENST00000264664.4
ENSG00000070770.4,ENST00000262506.3
ENSG00000070047.7,ENST00000416188.2
ENSG00000070831.11,ENST00000344548.3
ENSG00000070182.13,ENST00000389722.3
ENSG00000071082.6,ENST00000409028.4
ENSG00000072133.6,ENST00000262752.2
ENSG00000071626.12,ENST00000233078.4
ENSG00000070669.12,ENST00000175506.4
ENSG00000070614.10,ENST00000261797.6
ENSG00000070748.13,ENST00000337653.2
ENSG00000072071.12,ENST00000340736.6
ENSG00000071677.1,ENST00000165524.1
ENSG00000071246.6,ENST00000167106.4
ENSG00000069998.8,ENST00000336737.4
ENSG00000071564.10,ENST00000262965.5
ENSG00000070961.10,ENST00000428670.3
ENSG00000071054.11,ENST00000347699.4
ENSG00000072080.6,ENST00000168148.3
ENSG00000070366.9,ENST00000263073.6
ENSG00000070882.8,ENST00000313367.2
ENSG00000072182.8,ENST00000347842.3
ENSG00000070808.11,ENST00000398376.3
ENSG00000070444.10,ENST00000174618.4
ENSG00000070778.8,ENST00000556564.1
ENSG00000070388.7,ENST00000215530.5
ENSG00000071205.7,ENST00000336498.3
ENSG00000071553.12,ENST00000369762.2
ENSG00000070010.14,ENST00000263202.10
ENSG00000071537.9,ENST00000336735.4
ENSG00000071889.12,ENST00000447601.2
ENSG00000070785.12,ENST00000360403.2
ENSG00000072210.14,ENST00000339618.4
ENSG00000071909.14,ENST00000408978.4
ENSG00000072121.11,ENST00000347230.4
ENSG00000072201.9,ENST00000263925.7
ENSG00000071894.10,ENST00000349769.3
ENSG00000070371.11,ENST00000263200.10
ENSG00000070019.3,ENST00000261170.3
ENSG00000070413.14,ENST00000263196.7
ENSG00000069974.11,ENST00000396307.2
ENSG00000072163.14,ENST00000324938.5
ENSG00000072135.8,ENST00000175756.5
ENSG00000070476.10,ENST00000389709.3
ENSG00000071282.7,ENST00000157600.3
ENSG00000070759.12,ENST00000372086.3
ENSG00000070731.5,ENST00000225276.5
ENSG00000070540.8,ENST00000262139.5
ENSG00000070814.13,ENST00000504761.2
ENSG00000071994.6,ENST00000541970.1
ENSG00000070367.11,ENST00000413566.2
ENSG00000070214.11,ENST00000374720.3
ENSG00000071991.4,ENST00000262150.2
ENSG00000070495.10,ENST00000445478.2
ENSG00000070526.10,ENST00000156626.7
ENSG00000069966.14,ENST00000261837.7
ENSG00000071967.7,ENST00000321348.4
ENSG00000071243.11,ENST00000315870.5
ENSG00000072195.10,ENST00000312358.7
ENSG00000070601.5,ENST00000539465.1
